"TrialID","Date","Scientific title","Intervention","Country","Size","Drugs","isRandomized","isCombination","isDrugTrial"
"ChiCTR2000030831","2020-03-15","The analysis of related factors on improving oxygenation status by endotracheal intubation ventilation in severe patients suffered from novel coronavirus pneumonia: a single center and descriptive study in Wuhan","Case series:Nil;","China",75,NA,FALSE,FALSE,FALSE
"ChiCTR2000030830","2020-03-15","Development and application of COVID-19 intelligent image classification system based on deep learning","Case series:Nil;","China",150,NA,FALSE,FALSE,FALSE
"ChiCTR2000030819","2020-03-15","Retrospective analysis of digestive system symptoms in 600 cases of 2019-ncov pneumonia in Guanggu district, Wuhan","Case series:Nil;","China",600,NA,FALSE,FALSE,FALSE
"ChiCTR2000030818","2020-03-15","The value of Lymphocyte subsets in Coronavirus Disease 2019","Case series:none;","China",10,NA,FALSE,FALSE,FALSE
"ChiCTR2000030816","2020-03-15","Nutritional risk assessment and outcome prediction of critically ill COVID-19 patients","Case series:none;","China",200,NA,FALSE,FALSE,FALSE
"ChiCTR2000030814","2020-03-15","Ocular dectection of SARS-CoV-2 in 114 cases of COVID-19 pneumonia in Wuhan, China: an observational study","Case series:N/A;","China",100,NA,FALSE,FALSE,FALSE
"ChiCTR2000030812","2020-03-15","Study for the virus molecular evolution which driven the immune-pathological responses and the protection mechanisms of novel coronavirus pneumonia (COVID-19) patients","Case series:none;","China",50,NA,FALSE,FALSE,FALSE
"ChiCTR2000030810","2020-03-15","Clinical observation and evaluation of traditional Chinese medicine in the treatment of novel coronavirus pneumonia (COVID-19) in Hubei 672 Orthopaedics Hospital of Integrated Chinese&Western Medicine","Experimental group:oral medicine(trditional medicine);control group:oral medicine( anti virious);","China",100,NA,FALSE,FALSE,FALSE
"ChiCTR2000030809","2020-03-15","Clinical outcomes and follow-up study of COVID-19 patients","Case series:Nil;","China",1000,NA,FALSE,FALSE,FALSE
"ChiCTR2000030807","2020-03-15","Screening and Identification of SARS-CoV-2 Infection and Progression in Cancer Patients Based on Bioinformatics Analysis","non-cancer COVID-19 versus cancer with COVID-19:none;","China",100,NA,FALSE,FALSE,FALSE
"ChiCTR2000030806","2020-03-15","Retrospective study for the efficacy of ulinastatin combined with ''clear lung detoxification soup'' in the treatment of novel coronavirus pneumonia (COVID-19)","experimental group:Oral Chinese medicine ""qingfei detoxification soup"" + intravenous injection of ulinastatin 200000 U Bid.;","China",20,"qingfei, ulinastatin",FALSE,TRUE,TRUE
"ChiCTR2000030805","2020-03-15","Quantitative CT characteristic estimate the severity of 2019-nCoV","Case series:Nil;",NA,200,NA,FALSE,FALSE,FALSE
"ChiCTR2000030804","2020-03-15","Exocarpium Citri Grandis Relieves Symptoms of Novel Coronavirus Pneunomia (COVID-19): a Randomized Controlled Clinical Trial","Exocarpium Citri Grandis Group:Oral Administration of Exocarpium Citri Grandis Phlegm Cough Solution;Placebo Group:Oral Administration of Placebo;","China",128,"exocarpium citri grandis",FALSE,FALSE,TRUE
"ChiCTR2000030803","2020-03-15","Clinical characteristics of severe or critically ill patients infected with 2019-nCoV","severe patients:none;",NA,400,NA,FALSE,FALSE,FALSE
"ChiCTR2000030802","2020-03-15","A retrospective study of clinical drug therapy in patients with COVID-19","Case series:Nil;","China",2000,NA,FALSE,FALSE,FALSE
"ChiCTR2000030801","2020-03-15","Analysis of risk factors affecting prognosis of elderly patients infected with COVID-19 pneumonia: a single-center retrospective observational study","discharge group:no;","China",100,NA,FALSE,FALSE,FALSE
"ChiCTR2000030800","2020-03-15","Study on levels of inflammatory factors in peripheral blood of patients with novel coronavirus pneumonia and their diagnostic and prognostic value","Gold Standard:Epidemiological history + CT + clinical manifestations + sars-cov-2 nucleic acid positive;Index test:Elisa&#32;analysis&#32;of&#32;validation&#32;factors,&#32;inflammatory&#32;factors,&#32;adhesion&#32;factors;","China",79,NA,FALSE,FALSE,FALSE
"ChiCTR2000030799","2020-03-15","Establishment and validation of Premonitory model of deterioration of the 2019 novel corona virus pneumonia","Gold Standard:Clinical outcome;Index test:artificial&#32;intelligence&#32;prediction&#32;model;","China",1000,NA,FALSE,FALSE,FALSE
"ChiCTR2000030798","2020-03-15","Clinical characteristics of COVID-19","Case series:Nil;","China",100,NA,FALSE,FALSE,FALSE
"ChiCTR2000030797","2020-03-15","clinical study for hemodynamics and cardiac arrhythmia of novel coronavirus pneumonia patients","Case series:Noninvasive hemodynamic monitoring;","China",100,NA,FALSE,FALSE,FALSE
"ChiCTR2000030796","2020-03-15","Clinical characteristics and treatment of COVID-19","Case series:Nil;",NA,500,NA,FALSE,FALSE,FALSE
"ChiCTR2000030795","2020-03-15","A multicenter retrospective study of rheumatic  patients with COVID-19","Case series:Nil;","China",90,NA,FALSE,FALSE,FALSE
"ChiCTR2000030784","2020-03-14","A study for clinical characteristics of novel coronavirus pneumonia (COVID-19) patients follow-up in Guangxi","Case series:No;","China",150,NA,FALSE,FALSE,FALSE
"ChiCTR2000030782","2020-03-14","The value of CD4 / CD8 cells, CRP / ALB and APCHEII in novel coronavirus pneumonia","Case series:none;",NA,20,NA,FALSE,FALSE,FALSE
"ChiCTR2000030779","2020-03-14","A randomized, open-label, controlled trial for the efficacy and safety of  Ulinastatin Injection in the treatment of patients with severe novel coronavirus pneumonia (COVID-19)","Experimental group:Conventional treatent and Ulinastatin;Control group:Conventional treatent ;","China",100,"ulinastatin",FALSE,FALSE,TRUE
"ChiCTR2000030778","2020-03-14","Epidemiologic and Clinical features of COVID-19 in Ningbo","Case series:No;","China",40,NA,FALSE,FALSE,FALSE
"ChiCTR2000030773","2020-03-14","Application of blood purification in the treatment of novel coronavirus pneumonia (COVID-19)","Case series:Early initiation of blood purification;","China",20,NA,FALSE,FALSE,FALSE
"ChiCTR2000030768","2020-03-14","Risk Factors for Anxiety of Otolaryngology Workers in Hubei Province Fighting Against novel coronavirus pneumonia (COVID-19)","Case series:no;","China",450,NA,FALSE,FALSE,FALSE
"ChiCTR2000030764","2020-03-13","Research for the influence of epidemic of  novel coronavirus pneumonia (COVID-19) on sleep, psychological and chronic diseases among different populations","4 groups:N/A;","China",2800,NA,FALSE,FALSE,FALSE
"ChiCTR2000030763","2020-03-13","Analysis of Risk Factors for Outcomes After Respiratory Support in Patients with ARDS Due to Novel Coronavirus Pneumonia (COVID-19)","case series:no;","China",100,NA,FALSE,FALSE,FALSE
"ChiCTR2000030762","2020-03-13","Diagnosis and treatment of novel coronavirus pneumonia (COVID-19) in common and severe cases based on the theory of ''Shi-Du-Yi (damp and plague)''","Case series:Nil;","China",100,"shi-du-yi",FALSE,FALSE,TRUE
"ChiCTR2000030761","2020-03-13","Continuous renal replacement therapy (CRRT) alleviating inflammatory response in severe patients with novel coronavirus pneumonia (COVID-19) associated with renal injury: A Prospective study","Case series:CRRT;","China",20,NA,FALSE,FALSE,FALSE
"ChiCTR2000030760","2020-03-13","Clinical characteristics of 2019 novel coronavirus pneumonia (COVID-19) in Zhejiang province, China","two groups:no intervention;","China",74,NA,FALSE,FALSE,FALSE
"ChiCTR2000030759","2020-03-13","Study for the therapeutic effect and mechanism of traditional Chinese medicine in the treatment of novel coronavirus pneumonia (COVID-19)","control group:Routine supportive treatment;experimental group:TCM decoction intervention + routine supportive treatment;","China",70,NA,FALSE,FALSE,FALSE
"ChiCTR2000030758","2020-03-13","Sedation and Analgesia Usage in critically ill patients with novel coronavirus pneumonia (COVID-19)","NIV group:no;MV group:no;","China",200,NA,FALSE,FALSE,FALSE
"ChiCTR2000030757","2020-03-13","Impact of Novel Coronavirus Pneumonia (COVID-19) Epidemic Period on the Management of investigator-initiated clinical trial and the resilience of medical service providers","Case series:Nil;","China",100,NA,FALSE,FALSE,FALSE
"ChiCTR2000030756","2020-03-13","Detection of SARS-CoV-2 in EPS / semen of patients with novel coronavirus pneumonia (COVID-19)","Case series:Nil;","China",60,NA,FALSE,FALSE,FALSE
"ChiCTR2000030755","2020-03-13","Characteristics, prognosis of  ederly patients with Novel Coronavirus Pneumonia (COVID-19) in Wuhan area: a dual-center, retrospective, cohort study","Case series:no;","China",400,NA,FALSE,FALSE,FALSE
"ChiCTR2000030754","2020-03-13","Accuracy analysis of SARS-CoV-2 IgM antibody screening for diagnosis of COVID-19","Gold Standard:2019 nCOV detection;Index test:SARS-CoV-2 IgM;","China",30,NA,FALSE,FALSE,FALSE
"ChiCTR2000030753","2020-03-13","Analysis of the Incidence and Risk Factors of Ventilator-associated Pneumonia in ARDS Patients with Novel Coronavirus Pneumonia (COVID-19)","case series:no;","China",100,NA,FALSE,FALSE,FALSE
"ChiCTR2000030752","2020-03-13","Analysis of risk factors for death in patients with Novel Coronavirus Pneumonia (COVID-19)","case series:Nil;","China",500,NA,FALSE,FALSE,FALSE
"ChiCTR2000030751","2020-03-13","Clinical Research for Traditional Mongolian Medicine in the treatment of novel coronavirus pneumonia (COVID-19)","Case series:Traditional Mongolian Medicine;","China",60,"traditional mongolian",FALSE,FALSE,TRUE
"ChiCTR2000030747","2020-03-13","A prospective cohort  study on recovering patients with novel coronavirus pneumonia (COVID-19) by comprehensive treatment of Chinese medicine","Control group :Health education and   symptomatic treatment;Comprehensive treatment group:Health education+Comprehensive TCM treatment;","China",1500,NA,TRUE,FALSE,FALSE
"ChiCTR2000030744","2020-03-13","Clinical Application of ECMO(or Ultra-Protective Lung Mechanical Ventilation) in the Treatment of Patients with ARDS due to novel Coronavirus Pneumonia (COVID-19)","ECMO group:ECMO therapy;the conventional treatment group:no;","China",30,NA,TRUE,FALSE,FALSE
"ChiCTR2000030742","2020-03-13","Characteristics, prognosis, and treatments effectiveness of critically ill patients with Novel Coronavirus Pneumonia (COVID-19): a dual-center, retrospective, cohort study","Case series:no;","China",200,NA,FALSE,FALSE,FALSE
"ChiCTR2000030741","2020-03-13","Observational Study for Prone Position Ventilation and Conventional Respiratory Support in ARDS Patients with  Novel Coronavirus Pneumonia (COVID-19)","transnasal high-flow oxygen therapy:prone position ventilation;noninvasive mechanical ventilation:prone position ventilation ;invasive mechanical ventilation:prone position ventilation;","China",100,NA,FALSE,FALSE,FALSE
"ChiCTR2000030740","2020-03-13","Analysis of the incidence and risk factors of ARDS in patients with Novel Coronavirus Pneumonia (COVID-19)","case series:no;","China",100,NA,FALSE,FALSE,FALSE
"ChiCTR2000030739","2020-03-13","Exploration of the Clinical Characteristics of Patients with Novel Coronavirus Pneumonia (COVID-19) and Its Differences from Patients with Severe Influenza A and MERS","case series:no;","China",100,NA,FALSE,FALSE,FALSE
"ChiCTR2000030722","2020-03-12","Auscultatory characteristics of novel coronavirus pneumonia (COVID-19)","Case series:Nil;","China",30,NA,FALSE,FALSE,FALSE
"ChiCTR2000030721","2020-03-12","A comparative study for the sensitivity of induced sputum and throat swabs for the detection of SARS-CoV-2 by real-time PCR in patients with novel coronavirus pneumonia (COVID-19)","Gold Standard:Patients with mild or light COVID-19 confirmed by testing for novel coronavirus of the respiratory tract;Index test:1.&#32;throat&#32;swab<br>2.&#32;induced&#32;sputum;","China",50,NA,FALSE,FALSE,FALSE
"ChiCTR2000030720","2020-03-11","Prognosis Investigation and Intervention Study on Patients with novel coronavirus pneumonia (COVID-19) in recovery period Based on Community Health Management","Group 2:Western medicine conventional treatment;Group 1:TCM treatment;","China",120,NA,FALSE,FALSE,FALSE
"ChiCTR2000030719","2020-03-11","A retrospective cohort study for integrated traditional Chinese and western medicine in the treatment of 1071 patients with novel coronavirus pneumonia (COVID-19) in Wuhan","Integrated traditional Chinese and western medicine group:Traditional Chinese medicine and routine treatment of western medicine;Western medicine group:Routine treatment of western medicine;","China",1071,NA,FALSE,FALSE,FALSE
"ChiCTR2000030718","2020-03-11","Clinical Study of Chloroquine Phosphate in the Treatment of 2019-nCoV Infection","Experimental group:chloroquine phosphate ;Control group:none;","China",80,"chloroquine",FALSE,FALSE,TRUE
"ChiCTR2000030717","2020-03-11","Risk assessment and treatment timing of invasive fungal infection in critically ill covid-19 patients: medical records based study","Exposed group:Prophylactic antifungal therapy;Control group:Diagnostic antifungal therapy;","China",260,NA,FALSE,FALSE,FALSE
"ChiCTR2000030716","2020-03-11","Shedding of SARS-CoV-2 in human semen and reproductive health evaluation of ever infected males","in hospital:Virus detection in semen;Recovered:Hormones and sperm quality;","China",150,NA,FALSE,FALSE,FALSE
"ChiCTR2000030708","2020-03-11","Cross sectional study of dialysis treatment and mental status under the outbreak of COVID-2019 in China","Case series:filling in the  scale;","China",1000,NA,FALSE,FALSE,FALSE
"ChiCTR2000030707","2020-03-11","Retrospective study on novel coronavirus pneumonia (COVID-19) in Tibetan Plateau","Case series:Nil;","China",78,NA,FALSE,FALSE,FALSE
"ChiCTR2000030706","2020-03-11","Application of cas13a-mediated RNA detection in the detection of novel coronavirus nucleic acid","Gold Standard:Nucleic acid test for new coronavirus, RT-PCR;Index test:RT-PCR&#32;product&#32;of&#32;SARS-CoV-2.;","China",500,NA,FALSE,FALSE,FALSE
"ChiCTR2000030703","2020-03-10","A randomized, blinded, controlled, multicenter clinical trial to evaluate the efficacy and safety of Ixekizumab combined with conventional antiviral drugs in patients with novel coronavirus pneumonia (COVID-19)","experimental group:Ixekizumab and antiviral therapy;control group:antiviral therapy;","China",40,"ixekizumab",FALSE,FALSE,TRUE
